id,name,shortname,entrez_id,mgi
623,"prokineticin 2","Prok2","50501","1354178"
781,"protocadherin 9","Pcdh9","211712","1306801"
753,"early B cell factor 2","Ebf2","13592","894332"
770,"calcitonin/calcitonin-related polypeptide, alpha","Calca","12310","2151253"
740,"cytochrome P450, family 19, subfamily a, polypeptide 1","Cyp19a1","13075","88587"
734,"corticotropin releasing hormone receptor 1","Crhr1","12921","88498"
819,"caspase 8","Casp8","12370","1261423"
763,"cyclic AMP-regulated phosphoprotein, 21","Arpp21","74100","107562"
760,"thrombospondin 4","Thbs4","21828","1101779"
749,"neuronal pentraxin 1","Nptx1","18164","107811"
616,"hyperpolarization-activated, cyclic nucleotide-gated K+ 2","Hcn2","15166","1298210"
692,"phenylethanolamine-N-methyltransferase","Pnmt","18948","97724"
564,"guanine nucleotide binding protein (G protein), gamma 7","Gng7","14708","95787"
666,"enolase 1, alpha non-neuron","Eno1","13806","95393"
701,"POU domain, class 5, transcription factor 1","Pou5f1","18999","101893"
429,"protein kinase C, delta","Prkcd","18753","97598"
721,"Meis homeobox 1","Meis1","17268","104717"
738,"laminin B1","Lamb1","16777","96743"
767,"visual system homeobox 2","Vsx2","12677","88401"
495,"family with sequence similarity 131, member A","Fam131a","78408","1925658"
783,"ectodermal-neural cortex 1","Enc1","13803","109610"
794,"leucine-rich repeat LGI family, member 1","Lgi1","56839","1861691"
817,"apoptosis antagonizing transcription factor","Aatf","56321","1929608"
175,"cyclin D1","Ccnd1","12443","88313"
998,"retinol binding protein 1, cellular","Rbp1","19659","97876"
818,"adhesion molecule with Ig like domain 1","Amigo1","229715","2653612"
529,"polo-like kinase 3","Plk3","12795","109604"
486,"par-6 family cell polarity regulator alpha","Pard6a","56513","1927223"
762,"calcium channel, voltage-dependent, T type, alpha 1G subunit","Cacna1g","12291","1201678"
774,"cyclin M2","Cnnm2","94219","2151054"
757,"cyclin E2","Ccne2","12448","1329034"
823,"secretogranin III","Scg3","20255","103032"
765,"leucine rich repeat protein 1, neuronal","Lrrn1","16979","106038"
766,"empty spiracles homeobox 2","Emx2","13797","95388"
802,"FXYD domain-containing ion transport regulator 6","Fxyd6","59095","1890226"
799,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)","Agt","11606","87963"
739,"transmembrane protein 59-like","Tmem59l","67937","1915187"
92,"Ly6/Plaur domain containing 1","Lypd1","72585","1919835"
764,"hippocalcin-like 1","Hpcal1","53602","1855689"
803,"interferon activated gene 203","Ifi203","15950","96428"
725,"dynein, axonemal, light chain 4","Dnal4","54152","1859217"
790,"eukaryotic translation initiation factor 3, subunit H","Eif3h","68135","1915385"
795,"protease, serine 12 neurotrypsin (motopsin)","Prss12","19142","1100881"
1123,"atypical chemokine receptor 3","Ackr3","12778","109562"
1316,"SLIT and NTRK-like family, member 6","Slitrk6","239250","2443198"
1295,"regulator of G-protein signaling 12","Rgs12","71729","1918979"
1000,"nuclear receptor subfamily 4, group A, member 1","Nr4a1","15370","1352454"
801,"nodal modulator 1","Nomo1","211548","2385850"
387,"adenylate cyclase activating polypeptide 1","Adcyap1","11516","105094"
408,"distal-less homeobox 6","Dlx6","13396","101927"
925,"solute carrier family 25 (mitochondrial carrier, Aralar), member 12","Slc25a12","78830","1926080"
619,"dopamine beta hydroxylase","Dbh","13166","94864"
894,"carboxypeptidase E","Cpe","12876","101932"
1185,"LIM domain only 4","Lmo4","16911","109360"
845,"histocompatibility 2, D region locus 1","H2-D1","14964","95896"
1016,"tryptophan rich basic protein","Wrb","71446","2136882"
835,"glutamate dehydrogenase 1","Glud1","14661","95753"
864,"slit homolog 1 (Drosophila)","Slit1","20562","1315203"
806,"regulated endocrine-specific protein 18","Resp18","19711","1098222"
901,"megakaryocyte-associated tyrosine kinase","Matk","17179","99259"
858,"LIM domain binding 1","Ldb1","16825","894762"
191,"NMDA receptor synaptonuclear signaling and neuronal migration factor","Nsmf","56876","1861755"
184,"LIM homeobox protein 9","Lhx9","16876","1316721"
904,"Rho family GTPase 1","Rnd1","223881","2444878"
880,"high mobility group nucleosomal binding domain 3","Hmgn3","94353","2138069"
746,"glycine decarboxylase","Gldc","104174","1341155"
719,"cyclin-dependent kinase 4","Cdk4","12567","88357"
852,"neuronal guanine nucleotide exchange factor","Ngef","53972","1858414"
847,"crystallin, mu","Crym","12971","102675"
882,"arginine vasopressin receptor 1B","Avpr1b","26361","1347010"
670,"RUN domain and cysteine-rich domain containing, Beclin 1-interacting protein","Rubcn","100502698","1915160"
873,"protein phosphatase 2, regulatory subunit B, alpha","Ppp2r2a","71978","1919228"
983,"ras homolog gene family, member U","Rhou","69581","1916831"
850,"inhibitor of DNA binding 3","Id3","15903","96398"
896,"G protein-coupled receptor 21","Gpr21","338346","2441890"
828,"cyclin-dependent kinase 6","Cdk6","12571","1277162"
879,"nudix (nucleoside diphosphate linked moiety X)-type motif 2","Nudt2","66401","1913651"
911,"ribosomal protein S25","Rps25","75617","1922867"
836,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)","Mafb","16658","104555"
891,"BTB (POZ) domain containing 17","Btbd17","72014","1919264"
926,"chromogranin B","Chgb","12653","88395"
868,"mitogen-activated protein kinase 8","Mapk8","26419","1346861"
251,"ephrin B1","Efnb1","13641","102708"
125,"galanin","Gal","14419","95637"
883,"connective tissue growth factor","Ctgf","14219","95537"
999,"neurofilament, light polypeptide","Nefl","18039","97313"
1141,"microfibrillar-associated protein 4","Mfap4","76293","1342276"
589,"zinc finger protein of the cerebellum 1","Zic1","22771","106683"
890,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6","Slc17a6","140919","2156052"
875,"syntaxin 1A (brain)","Stx1a","20907","109355"
903,"protein phosphatase 1, regulatory (inhibitor) subunit 14c","Ppp1r14c","76142","1923392"
804,"yippee-like 4 (Drosophila)","Ypel4","241525","3605071"
876,"proprotein convertase subtilisin/kexin type 9","Pcsk9","100102","2140260"
290,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","Sema6d","214968","2387661"
861,"purinergic receptor P2X, ligand-gated ion channel, 7","P2rx7","18439","1339957"
856,"SRY (sex determining region Y)-box 10","Sox10","20665","98358"
918,"protein phosphatase 1, regulatory subunit 17","Ppp1r17","19051","1333876"
933,"necdin","Ndn","17984","97290"
963,"oxytocin receptor","Oxtr","18430","109147"
869,"mitogen-activated protein kinase 1","Mapk1","26413","1346858"
917,"dual specificity phosphatase 1","Dusp1","19252","105120"
941,"RIKEN cDNA C330027C09 gene","C330027C09Rik","224171","146335"
913,"HRAS-like suppressor","Hrasls","27281","1351473"
866,"thyrotropin releasing hormone","Trh","22044","98823"
188,"somatostatin receptor 1","Sstr1","20605","98327"
82,"5-hydroxytryptamine (serotonin) receptor 1B","Htr1b","15551","96274"
779,"apolipoprotein D","Apod","11815","88056"
693,"cyclin-dependent kinase inhibitor 1B","Cdkn1b","12576","104565"
367,"protein phosphatase 1E (PP2C domain containing)","Ppm1e","320472","2444096"
921,"fibroblast growth factor 15","Fgf15","14170","1096383"
627,"cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4)","Cdkn2c","12580","105388"
800,"tetratricopeptide repeat domain 28","Ttc28","209683","2140873"
797,"protein phosphatase 1, regulatory (inhibitor) subunit 1A","Ppp1r1a","58200","1889595"
967,"neuromedin S","Nms","433292","3583618"
982,"protein phosphatase 6, catalytic subunit","Ppp6c","67857","1915107"
833,"neuronal regeneration related protein","Nrep","27528","99444"
1130,"small EDRK-rich factor 1","Serf1","20365","1337114"
493,"protein phosphatase 1, regulatory (inhibitor) subunit 1C","Ppp1r1c","75276","1923185"
934,"NADH dehydrogenase (ubiquinone) flavoprotein 1","Ndufv1","17995","107851"
973,"BarH-like 1 (Drosophila)","Barhl1","54422","1859288"
929,"guanine nucleotide binding protein (G protein), gamma 10","Gng10","14700","1336169"
978,"heparin-binding EGF-like growth factor","Hbegf","15200","96070"
1006,"Rho GDP dissociation inhibitor (GDI) gamma","Arhgdig","14570","108430"
994,"neurofilament, heavy polypeptide","Nefh","380684","97309"
646,"synaptotagmin IV","Syt4","20983","101759"
810,"protein tyrosine phosphatase, receptor type, F","Ptprf","19268","102695"
928,"GTP cyclohydrolase 1","Gch1","14528","95675"
825,"cartilage oligomeric matrix protein","Comp","12845","88469"
975,"deltex 4 homolog (Drosophila)","Dtx4","207521","2672905"
905,"sirtuin 2","Sirt2","64383","1927664"
957,"collagen, type VI, alpha 1","Col6a1","12833","88459"
1129,"G protein-coupled receptor 139","Gpr139","209776","2685341"
1005,"ephrin B2","Efnb2","13642","105097"
927,"Eph receptor A8","Epha8","13842","109378"
554,"cyclin-dependent kinase inhibitor 2A","Cdkn2a","12578","104738"
123,"adrenergic receptor, alpha 2a","Adra2a","11551","87934"
812,"uncoupling protein 2 (mitochondrial, proton carrier)","Ucp2","22228","109354"
991,"solute carrier family 29 (nucleoside transporters), member 1","Slc29a1","63959","1927073"
1022,"arginine vasopressin","Avp","11998","88121"
798,"solute carrier family 33 (acetyl-CoA transporter), member 1","Slc33a1","11416","1332247"
641,"potassium voltage-gated channel, subfamily Q, member 2","Kcnq2","16536","1309503"
862,"phosphodiesterase 1B, Ca2+-calmodulin dependent","Pde1b","18574","97523"
421,"S100 calcium binding protein A10 (calpactin)","S100a10","20194","1339468"
1002,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide","Ywhah","22629","109194"
1144,"Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6","Arhgef6","73341","1920591"
943,"huntingtin-associated protein 1","Hap1","15114","1261831"
1120,"junction adhesion molecule 3","Jam3","83964","1933825"
1012,"cysteine rich protein 61","Cyr61","16007","88613"
1182,"G protein-coupled receptor 26","Gpr26","233919","2441758"
1170,"guanine nucleotide binding protein (G protein), gamma 4","Gng4","14706","102703"
1169,"guanine nucleotide binding protein (G protein), gamma 3","Gng3","14704","102704"
1183,"histamine receptor H2","Hrh2","15466","108482"
1208,"peripherin","Prph","19132","97774"
1139,"LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","Lfng","16848","1095413"
979,"histone deacetylase 11","Hdac11","232232","2385252"
1227,"neuron specific gene family member 1","Nsg1","18196","109149"
966,"melanoma antigen family A8","MAGEA8","4107",""
1136,"calcium channel, voltage-dependent, gamma subunit 5","Cacng5","140723","2157946"
897,"G protein-coupled receptor 37-like 1","Gpr37l1","171469","1928503"
63,"choline acetyltransferase","Chat","12647","88392"
1210,"mitogen-activated protein kinase kinase 6","Map2k6","26399","1346870"
1153,"heat shock protein 8","Hspb8","80888","2135756"
842,"T-box 3","Tbx3","21386","98495"
946,"vimentin","Vim","22352","98932"
971,"matrix metallopeptidase 2","Mmp2","17390","97009"
1140,"leucine-rich repeat LGI family, member 3","Lgi3","213469","2182619"
1166,"guanylate cyclase 1, soluble, alpha 3","Gucy1a3","60596","1926562"
79,"5-hydroxytryptamine (serotonin) receptor 5A","Htr5a","15563","96283"
997,"lysophosphatidic acid receptor 1","Lpar1","14745","108429"
223,"dopamine receptor D5","Drd5","13492","94927"
756,"cyclin E1","Ccne1","12447","88316"
1212,"microtubule-associated protein 1B","Map1b","17755","1306778"
1001,"synaptotagmin VII","Syt7","54525","1859545"
984,"E2F transcription factor 8","E2f8","108961","1922038"
405,"Max interacting protein 1","Mxi1","17859","97245"
851,"myocyte enhancer factor 2C","Mef2c","17260","99458"
588,"tachykinin 2","Tac2","21334","98476"
1122,"chemokine (C-X-C motif) ligand 11","Cxcl11","56066","1860203"
1235,"synaptojanin 2","Synj2","20975","1201671"
1247,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1","Smarce1","57376","1927347"
1160,"progesterone receptor membrane component 1","Pgrmc1","53328","1858305"
1010,"CDC42 effector protein (Rho GTPase binding) 4","Cdc42ep4","56699","1929760"
1275,"NHP2 ribonucleoprotein","Nhp2","52530","1098547"
1228,"nectin cell adhesion molecule 3","Nectin3","58998","1930171"
989,"pleiotrophin","Ptn","19242","97804"
1249,"BCL2/adenovirus E1B interacting protein 3","Bnip3","12176","109326"
340,"special AT-rich sequence binding protein 2","Satb2","212712","2679336"
1281,"visinin-like 1","Vsnl1","26950","1349453"
1273,"serine (or cysteine) peptidase inhibitor, clade I, member 1","Serpini1","20713","1194506"
384,"synuclein, gamma","Sncg","20618","1298397"
1348,"SKI-like","Skil","20482","106203"
1203,"SRY (sex determining region Y)-box 14","Sox14","20669","98362"
889,"regulator of G-protein signaling 4","Rgs4","19736","108409"
1276,"glycoprotein m6a","Gpm6a","234267","107671"
1146,"tubulin polymerization-promoting protein family member 3","Tppp3","67971","1915221"
1221,"H6 homeobox 3","Hmx3","15373","107160"
1004,"dynein light chain LC8-type 1","Dynll1","56455","1861457"
1334,"EFR3 homolog A (S. cerevisiae)","Efr3a","76740","1923990"
1329,"v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)","Abl2","11352","87860"
987,"limb expression 1 homolog (chicken)","Lix1","66643","1913893"
1164,"autocrine motility factor receptor","Amfr","23802","1345634"
1172,"pericentrin (kendrin)","Pcnt","18541","102722"
622,"corticotropin releasing hormone","Crh","12918","88496"
339,"fragile X mental retardation syndrome 1","Fmr1","14265","95564"
751,"TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor","Taf13","99730","1913500"
1314,"SLIT and NTRK-like family, member 4","Slitrk4","245446","2442509"
1211,"methylthioadenosine phosphorylase","Mtap","66902","1914152"
1128,"netrin G2","Ntng2","171171","2159341"
1331,"neuron-derived neurotrophic factor","Ndnf","68169","1915419"
1241,"solute carrier family 4 (anion exchanger), member 2","Slc4a2","20535","109351"
732,"src-like adaptor","Sla","20491","104295"
1298,"SRY (sex determining region Y)-box 4","Sox4","20677","98366"
990,"receptor (calcitonin) activity modifying protein 3","Ramp3","56089","1860292"
1181,"dual specificity phosphatase 5","Dusp5","240672","2685183"
652,"zinc finger protein of the cerebellum 2","Zic2","22772","106679"
1262,"ZW10 interactor","Zwint","52696","1289227"
649,"thyrotropin releasing hormone receptor","Trhr","22045","98824"
1231,"Ras-related GTP binding A","Rraga","68441","1915691"
1315,"SLIT and NTRK-like family, member 5","Slitrk5","75409","2679448"
170,"TSC22 domain family, member 2","Tsc22d2","72033","1919283"
1191,"crystallin, alpha B","Cryab","12955","88516"
568,"discs, large homolog 4 (Drosophila)","Dlg4","13385","1277959"
965,"thrombospondin 1","Thbs1","21825","98737"
1282,"vesicle-associated membrane protein 2","Vamp2","22318","1313277"
1333,"GPRIN family member 3","Gprin3","243385","1924785"
1286,"shadow of prion protein","Sprn","212518","3582583"
1312,"prominin 1","Prom1","19126","1100886"
1309,"matrix metallopeptidase 17","Mmp17","23948","1346076"
1270,"prostaglandin E receptor 2 (subtype EP2)","Ptger2","19217","97794"
1209,"Kruppel-like factor 10","Klf10","21847","1101353"
1288,"potassium channel, subfamily K, member 1","Kcnk1","16525","109322"
1277,"family with sequence similarity 171, member B","Fam171b","241520","2444579"
1293,"ankyrin repeat and SOCS box-containing 4","Asb4","65255","1929751"
1285,"family with sequence similarity 81, member A","Fam81a","76886","1924136"
1337,"urocortin 3","Ucn3","83428","1932970"
1280,"thyroid hormone responsive","Thrsp","21835","109126"
1303,"stathmin 1","Stmn1","16765","96739"
1356,"small nucleolar RNA host gene 11","Snhg11","319317","2441845"
822,"low density lipoprotein receptor-related protein 2","Lrp2","14725","95794"
13,"neuro-oncological ventral antigen 1","Nova1","664883","104297"
1126,"kinesin family member 26A","Kif26a","668303","2447072"
878,"brain abundant, membrane attached signal protein 1","Basp1","70350","1917600"
1297,"B cell translocation gene 1, anti-proliferative","Btg1","12226","88215"
182,"even skipped homeotic gene 1 homolog","Evx1","14028","95461"
992,"inhibitor of DNA binding 4","Id4","15904","99414"
1177,"dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)","Dusp3","72349","1919599"
960,"dickkopf homolog 3 (Xenopus laevis)","Dkk3","50781","1354952"
1342,"layilin","Layn","244864","2685357"
505,"glutamate receptor, metabotropic 4","Grm4","268934","1351341"
1291,"abhydrolase domain containing 5","Abhd5","67469","1914719"
993,"neurofilament, medium polypeptide","Nefm","18040","97314"
962,"vasoactive intestinal peptide receptor 2","Vipr2","22355","107166"
1279,"synaptotagmin III","Syt3","20981","99665"
1377,"adrenergic receptor, alpha 2c","Adra2c","11553","87936"
179,"aldolase C, fructose-bisphosphate","Aldoc","11676","101863"
